Sigla;Código;Município;pib
SP;3504404;Avanhandava;93076,2386
SP;3504503;Avaré;1530624,69
SP;3504602;Bady Bassitt;257607,1358
SP;3504701;Balbinos;30529,19672
SP;3504800;Bálsamo;130072,1167
SP;3504909;Bananal;100838,777
SP;3505005;Barão de Antonina;34990,00717
SP;3505104;Barbosa;50940,34544
SP;3505203;Bariri;757817,7542
SP;3505302;Barra Bonita;707517,8684
SP;3505351;Barra do Chapéu;62429,87325
SP;3505401;Barra do Turvo;58734,15994
SP;3505500;Barretos;2755804,301
SP;3505609;Barrinha;291668,6632
SP;3505708;Barueri;27087737,93
SP;3505807;Bastos;498184,6748
SP;3505906;Batatais;1128181,257
SP;3506003;Bauru;7805656,469
SP;3506102;Bebedouro;1904800,142
SP;3506201;Bento de Abreu;98244,26209
SP;3506300;Bernardino de Campos;176429,815
SP;3506359;Bertioga;965206,6954
SP;3506409;Bilac;136577,0763
SP;3506508;Birigui;1842669,492
SP;3506607;Biritiba-Mirim;453277,3468
SP;3506706;Boa Esperança do Sul;177738,2758
SP;3506805;Bocaina;131622,8505
SP;3506904;Bofete;99165,73968
SP;3507001;Boituva;1583984,031
SP;3507100;Bom Jesus dos Perdões;682955,8692
SP;3507159;Bom Sucesso de Itararé;29808,91307
SP;3507209;Borá;34634,76683
SP;3507308;Boracéia;242344,4046
SP;3507407;Borborema;241891,1348
SP;3507456;Borebi;34517,13139
SP;3507506;Botucatu;2791208,366
SP;3507605;Bragança Paulista;3713125,221
SP;3507704;Braúna;56337,57132
SP;3507753;Brejo Alegre;35325,64161
SP;3507803;Brodowski;417713,6334
SP;3507902;Brotas;524685,3246
SP;3508009;Buri;319356,8708
SP;3508108;Buritama;292951,9165
SP;3508207;Buritizal;114128,7805
SP;3508306;Cabrália Paulista;48026,06753
SP;3508405;Cabreúva;2782793,698
SP;3508504;Caçapava;2434191,351
SP;3508603;Cachoeira Paulista;314456,3279
SP;3508702;Caconde;268131,7729
SP;3508801;Cafelândia;318616,5144
SP;3508900;Caiabu;32585,94963
SP;3509007;Caieiras;2268150,332
SP;3509106;Caiuá;44932,53563
SP;3509205;Cajamar;10602668,65
SP;3509254;Cajati;819352,2911
SP;3509304;Cajobi;79784,83465
SP;3509403;Cajuru;355589,9858
SP;3509452;Campina do Monte Alegre;70528,51291
SP;3509502;Campinas;34052086,3
SP;3509601;Campo Limpo Paulista;1181465,909
SP;3509700;Campos do Jordão;676780,9424
SP;3509809;Campos Novos Paulista;90889,71325
SP;3509908;Cananéia;123428,5153
SP;3509957;Canas;60712,95604
SP;3510005;Cândido Mota;708775,4472
SP;3510104;Cândido Rodrigues;49998,79514
SP;3510153;Canitar;76705,30696
SP;3510203;Capão Bonito;592423,7304
SP;3510302;Capela do Alto;183153,7072
SP;3510401;Capivari;1396131,909
SP;3510500;Caraguatatuba;2115680,801
SP;3510609;Carapicuíba;3199826,726
SP;3510708;Cardoso;149901,1567
SP;3510807;Casa Branca;550432,0807
SP;3510906;Cássia dos Coqueiros;136826,3514
SP;3511003;Castilho;648062,4912
SP;3511102;Catanduva;2435968,953
SP;3511201;Catiguá;71375,76814
SP;3511300;Cedral;248856,8331
SP;3511409;Cerqueira César;446694,4304
SP;3511508;Cerquilho;1094152,406
SP;3511607;Cesário Lange;345703,0074
SP;3511706;Charqueada;240463,1713
SP;3511904;Clementina;87018,0136
SP;3512001;Colina;719664,194
SP;3512100;Colômbia;174221,3497
SP;3512209;Conchal;401115,3667
SP;3512308;Conchas;202124,2886
SP;3512407;Cordeirópolis;1917563,12
SP;3512506;Coroados;102126,6983
SP;3512605;Coronel Macedo;65893,58334
SP;3512704;Corumbataí;161060,6518
SP;3512803;Cosmópolis;984795,3297
SP;3512902;Cosmorama;236582,1355
SP;3513009;Cotia;7522209,682
SP;3513108;Cravinhos;818377,1306
SP;3513207;Cristais Paulista;161779,535
SP;3513306;Cruzália;64262,55867
SP;3513405;Cruzeiro;1485554,914
SP;3513504;Cubatão;10244773,1
SP;3513603;Cunha;152348,1605
SP;3513702;Descalvado;971501,5917
SP;3513801;Diadema;8628632,118
SP;3513850;Dirce Reis;32595,75259
SP;3513900;Divinolândia;229415,71
SP;3514007;Dobrada;64852,13627
SP;3514106;Dois Córregos;389923,6619
SP;3514205;Dolcinópolis;27516,88928
SP;3514304;Dourado;374519,0214
SP;3514403;Dracena;674526,2632
SP;3514502;Duartina;117927,6583
SP;3514601;Dumont;159803,0729
SP;3514700;Echaporã;71156,36871
SP;3514809;Eldorado;153742,5139
SP;3514908;Elias Fausto;468980,2772
SP;3514924;Elisiário;35501,16115
SP;3514957;Embaúba;26701,37694
SP;3515004;Embu;6682231,511
SP;3515103;Embu-Guaçu;679729,7641
SP;3515129;Emilianópolis;36959,46713
SP;3515152;Engenheiro Coelho;308584,359
SP;3515186;Espírito Santo do Pinhal;964341,7015
SP;3515194;Espírito Santo do Turvo;42839,83855
SP;3515202;Estrela d'Oeste;351625,8583
SP;3515301;Estrela do Norte;29150,24798
SP;3515350;Euclides da Cunha Paulista;63718,26137
SP;3515400;Fartura;221132,2146
SP;3515509;Fernandópolis;1152437,964
SP;3515608;Fernando Prestes;95972,77783
SP;3515657;Fernão;37789,91729
SP;3515707;Ferraz de Vasconcelos;2212980,712
SP;3515806;Flora Rica;19678,72809
SP;3515905;Floreal;38224,98169
SP;3516002;Flórida Paulista;123629,7093
SP;3516101;Florínia;80267,04658
SP;3516200;Franca;5263759,139
SP;3516309;Francisco Morato;874081,2445
SP;3516408;Franco da Rocha;2006277,511
SP;3516507;Gabriel Monteiro;43742,17704
SP;3516606;Gália;80626,48819
SP;3516705;Garça;805349,006
SP;3516804;Gastão Vidigal;40065,13602
SP;3516853;Gavião Peixoto;552786,1898
SP;3516903;General Salgado;128418,2185
SP;3517000;Getulina;100824,7728
SP;3517109;Glicério;58497,48864
SP;3517208;Guaiçara;108411,7917
SP;3517307;Guaimbê;206777,8905
SP;3517406;Guaíra;1262641,362
SP;3517505;Guapiaçu;418453,0562
SP;3517604;Guapiara;204980,6824
SP;3517703;Guará;288582,6002
SP;3517802;Guaraçaí;152446,1901
SP;3517901;Guaraci;175264,1972
SP;3518008;Guarani d'Oeste;17290,54199
SP;3518107;Guarantã;91643,14022
SP;3518206;Guararapes;560018,4351
SP;3518305;Guararema;722029,9734
SP;3518404;Guaratinguetá;3677452,741
SP;3518503;Guareí;146428,5773
SP;3518602;Guariba;529888,8255
SP;3518701;Guarujá;4898793,329
SP;3518800;Guarulhos;36119898,81
SP;3518859;Guatapará;114537,2369
SP;3518909;Guzolândia;43686,16016
SP;3519006;Herculândia;166162,3886
SP;3519055;Holambra;683126,2539
SP;3519071;Hortolândia;8578901,27
SP;3519105;Iacanga;307163,8644
SP;3519204;Iacri;147882,2152
SP;3519253;Iaras;78854,02091
SP;3519303;Ibaté;541147,7505
SP;3519402;Ibirá;148503,5357
SP;3519501;Ibirarema;114187,5983
SP;3519600;Ibitinga;917380,4214
SP;3519709;Ibiúna;1106606,825
SP;3519808;Icém;97697,63076
SP;3519907;Iepê;202760,5469
SP;3520004;Igaraçu do Tietê;177939,9366
SP;3520103;Igarapava;606680,025
SP;3520202;Igaratá;112110,7726
SP;3520301;Iguape;741579,3958
SP;3520400;Ilhabela;6515051,016
SP;3520426;Ilha Comprida;636520,2141
SP;3520442;Ilha Solteira;329600,9568
SP;3520509;Indaiatuba;10651196,54
SP;3520608;Indiana;40597,29633
SP;3520707;Indiaporã;51863,69026
SP;3520806;Inúbia Paulista;63803,6871
SP;3520905;Ipaussu;232983,0513
SP;3521002;Iperó;452660,2275
SP;3521101;Ipeúna;442492,2312
SP;3521150;Ipiguá;58005,00695
SP;3521200;Iporanga;29623,12377
SP;3521309;Ipuã;206662,5891
SP;3521408;Iracemápolis;993330,901
SP;3521507;Irapuã;86930,25383
SP;3521606;Irapuru;51159,74486
SP;3521705;Itaberá;474331,7559
SP;3521804;Itaí;431748,6614
SP;3521903;Itajobi;436567,513
SP;3522000;Itaju;108419,2606
SP;3522109;Itanhaém;1105994,84
SP;3522158;Itaóca;24901,83484
SP;3522208;Itapecerica da Serra;2291696,558
SP;3522307;Itapetininga;2968765,054
SP;3522406;Itapeva;1768729,084
SP;3522505;Itapevi;6000805,369
SP;3522604;Itapira;2220289,981
SP;3522653;Itapirapuã Paulista;24549,39534
SP;3522703;Itápolis;761278,6634
SP;3522802;Itaporanga;142616,1622
SP;3522901;Itapuí;468548,0136
SP;3523008;Itapura;48841,11306
SP;3523107;Itaquaquecetuba;4443827,073
SP;3523206;Itararé;551964,1422
SP;3523305;Itariri;204919,0638
SP;3523404;Itatiba;3849058,57
SP;3523503;Itatinga;185163,7794
SP;3523602;Itirapina;594331,5718
SP;3523701;Itirapuã;75545,75766
SP;3523800;Itobi;92598,69474
SP;3523909;Itu;4920528,343
SP;3524006;Itupeva;3932048,037
SP;3524105;Ituverava;890291,5944
SP;3524204;Jaborandi;71551,28768
SP;3524303;Jaboticabal;1681058,474
SP;3524402;Jacareí;7512999,574
SP;3524501;Jaci;315938,9078
SP;3524600;Jacupiranga;247916,2164
SP;3524709;Jaguariúna;6526573,687
SP;3524808;Jales;925270,3982
SP;3524907;Jambeiro;164738,1596
SP;3525003;Jandira;2291258,226
SP;3525102;Jardinópolis;737910,2905
SP;3525201;Jarinu;1399208,169
SP;3525300;Jaú;2605902,677
SP;3525409;Jeriquara;78861,02302
SP;3525508;Joanópolis;122097,181
SP;3525607;João Ramalho;69402,57373
SP;3525706;José Bonifácio;645011,4387
SP;3525805;Júlio Mesquita;27468,34132
SP;3525854;Jumirim;99896,7599
SP;3525904;Jundiaí;26921193,23
SP;3526001;Junqueirópolis;377123,806
SP;3526100;Juquiá;171065,7324
SP;3526209;Juquitiba;267945,9836
SP;3526308;Lagoinha;34528,33476
SP;3526407;Laranjal Paulista;658712,2327
SP;3526506;Lavínia;86310,80055
SP;3526605;Lavrinhas;62233,34738
SP;3526704;Leme;1914781,415
SP;3526803;Lençóis Paulista;2298665,524
SP;3526902;Limeira;7497270,036
SP;3527009;Lindóia;114918,1517
SP;3527108;Lins;3157433,156
SP;3527207;Lorena;1809654,546
SP;3527256;Lourdes;20300,9822
SP;3527306;Louveira;9185437,518
SP;3527405;Lucélia;272741,9617
SP;3527504;Lucianópolis;32893,57564
SP;3527603;Luís Antônio;726635,4941
SP;3527702;Luiziânia;43790,725
SP;3527801;Lupércio;45904,4284
SP;3527900;Lutécia;47228,29387
SP;3528007;Macatuba;300522,5971
SP;3528106;Macaubal;91938,62923
SP;3528205;Macedônia;42447,25362
SP;3528304;Magda;48607,70941
SP;3528403;Mairinque;1258099,794
SP;3528502;Mairiporã;1068098,024
SP;3528601;Manduri;136264,7822
SP;3528700;Marabá Paulista;73293,87929
SP;3528809;Maracaí;241525,1578
SP;3528858;Marapoama;55874,03168
SP;3528908;Mariápolis;35702,3551
SP;3529005;Marília;4554153,242
SP;3529104;Marinópolis;18703,56766
SP;3529203;Martinópolis;352416,163
SP;3529302;Matão;2500486,388
SP;3529401;Mauá;9698487,671
SP;3529500;Mendonça;174952,3699
SP;3529609;Meridiano;183848,3164
SP;3529658;Mesópolis;38098,47691
SP;3529708;Miguelópolis;474340,1585
SP;3529807;Mineiros do Tietê;105618,4168
SP;3529906;Miracatu;213308,9912
SP;3530003;Mira Estrela;32845,49449
SP;3530102;Mirandópolis;344850,1505
SP;3530201;Mirante do Paranapanema;283313,2796
SP;3530300;Mirassol;1241863,303
SP;3530409;Mirassolândia;99567,66076
SP;3530508;Mococa;1420817,612
SP;3530607;Moji das Cruzes;9151531,438
SP;3530706;Mogi Guaçu;3204812,228
SP;3530805;Moji-Mirim;2947217,696
SP;3530904;Mombuca;58125,44324
SP;3531001;Monções;27197,12629
SP;3531100;Mongaguá;585658,7591
SP;3531209;Monte Alegre do Sul;117737,2009
SP;3531308;Monte Alto;1136787,783
SP;3531407;Monte Aprazível;357854,4679
SP;3531506;Monte Azul Paulista;298365,4806
SP;3531605;Monte Castelo;59792,41207
SP;3531704;Monteiro Lobato;38759,00923
SP;3531803;Monte Mor;2015563,708
SP;3531902;Morro Agudo;572267,4584
SP;3532009;Morungaba;295640,2597
SP;3532058;Motuca;56341,77258
SP;3532108;Murutinga do Sul;41091,64525
SP;3532157;Nantes;66427,14407
SP;3532207;Narandiba;298325,3352
SP;3532306;Natividade da Serra;43595,59955
SP;3532405;Nazaré Paulista;217238,575
SP;3532504;Neves Paulista;128954,58
SP;3532603;Nhandeara;171680,9844
SP;3532702;Nipoã;44763,08458
SP;3532801;Nova Aliança;152147,9002
SP;3532827;Nova Campina;103201,2887
SP;3532843;Nova Canaã Paulista;21615,51153
SP;3532868;Nova Castilho;28318,8642
SP;3532900;Nova Europa;176201,5462
SP;3533007;Nova Granada;239392,3153
SP;3533106;Nova Guataporanga;17166,83806
SP;3533205;Nova Independência;99502,30774
SP;3533254;Novais;36719,06137
SP;3533304;Nova Luzitânia;28108,33411
SP;3533403;Nova Odessa;1876795,906
SP;3533502;Novo Horizonte;740335,3544
SP;3533601;Nuporanga;405231,6733
SP;3533700;Ocauçu;65990,67925
SP;3533809;Óleo;59878,30461
SP;3533908;Olímpia;1190893,082
SP;3534005;Onda Verde;95992,38373
SP;3534104;Oriente;60574,31427
SP;3534203;Orindiúva;299149,25
SP;3534302;Orlândia;1204085,523
SP;3534401;Osasco;40197363,85
SP;3534500;Oscar Bressane;52694,14042
SP;3534609;Osvaldo Cruz;507648,259
SP;3534708;Ourinhos;1849290,22
SP;3534757;Ouroeste;256155,8319
SP;3534807;Ouro Verde;63012,44875
SP;3534906;Pacaembu;101621,6128
SP;3535002;Palestina;196255,1205
SP;3535101;Palmares Paulista;63681,38359
SP;3535200;Palmeira d'Oeste;100386,9076
SP;3535309;Palmital;420419,2485
SP;3535408;Panorama;148363,4935
SP;3535507;Paraguaçu Paulista;841069,0998
SP;3535606;Paraibuna;164209,7338
SP;3535705;Paraíso;128518,1152
SP;3535804;Paranapanema;441200,5754
SP;3535903;Paranapuã;62115,71194
SP;3536000;Parapuã;346271,1119
SP;3536109;Pardinho;171911,5872
SP;3536208;Pariquera-Açu;273560,2749
SP;3536257;Parisi;25030,20685
SP;3536307;Patrocínio Paulista;635235,5605
SP;3536406;Paulicéia;93429,14491
SP;3536505;Paulínia;24455771,07
SP;3536570;Paulistânia;22704,10613
SP;3536604;Paulo de Faria;125886,2557
SP;3536703;Pederneiras;1431352,986
SP;3536802;Pedra Bela;55118,73749
SP;3536901;Pedranópolis;37291,83392
SP;3537008;Pedregulho;808213,3355
SP;3537107;Pedreira;701148,2829
SP;3537156;Pedrinhas Paulista;82462,44126
SP;3537206;Pedro de Toledo;83375,98313
SP;3537305;Penápolis;972106,5739
SP;3537404;Pereira Barreto;507645,9249
SP;3537503;Pereiras;148427,9129
SP;3537602;Peruíbe;917858,4321
SP;3537701;Piacatu;55561,7376
SP;3537800;Piedade;745529,9859
SP;3537909;Pilar do Sul;595730,1264
SP;3538006;Pindamonhangaba;6415098,239
SP;3538105;Pindorama;232843,9427
SP;3538204;Pinhalzinho;146881,3804
SP;3538303;Piquerobi;31319,50146
SP;3538501;Piquete;92359,68941
SP;3538600;Piracaia;308884,5161
SP;3538709;Piracicaba;16130863,85
SP;3538808;Piraju;432358,3117
SP;3538907;Pirajuí;252103,011
SP;3539004;Pirangi;170290,3655
SP;3539103;Pirapora do Bom Jesus;385896,5154
SP;3539202;Pirapozinho;433094,9336
SP;3539301;Pirassununga;1546220,722
SP;3539400;Piratininga;129990,4254
SP;3539509;Pitangueiras;648657,2037
SP;3539608;Planalto;90449,51398
SP;3539707;Platina;56025,74405
SP;3539806;Poá;1759558,655
SP;3539905;Poloni;72085,78203
SP;3540002;Pompéia;911142,9424
SP;3540101;Pongaí;44066,1413
SP;3540200;Pontal;682876,0452
SP;3540259;Pontalinda;45761,11856
SP;3540309;Pontes Gestal;59127,21168
SP;3540408;Populina;54737,82274
SP;3540507;Porangaba;109108,7349
SP;3540606;Porto Feliz;1752705,457
SP;3540705;Porto Ferreira;1165091,709
SP;3540754;Potim;143990,9096
SP;3540804;Potirendaba;289499,4098
SP;3540853;Pracinha;19124,62783
SP;3540903;Pradópolis;511866,3296
SP;3541000;Praia Grande;4074215,13
SP;3541059;Pratânia;58989,03672
SP;3541109;Presidente Alves;36099,6081
SP;3541208;Presidente Bernardes;154939,8746
SP;3541307;Presidente Epitácio;618763,3317
SP;3541406;Presidente Prudente;4314322,594
SP;3541505;Presidente Venceslau;384243,084
SP;3541604;Promissão;987467,8014
SP;3541653;Quadra;67464,38986
SP;3541703;Quatá;383323,0068
SP;3541802;Queiroz;319638,3556
SP;3541901;Queluz;181365,3684
SP;3542008;Quintana;128971,3851
SP;3542107;Rafard;206741,0127
SP;3542206;Rancharia;645051,1173
SP;3542305;Redenção da Serra;31194,3971
SP;3542404;Regente Feijó;459210,0006
SP;3542503;Reginópolis;86300,9976
SP;3542602;Registro;1100455,705
SP;3542701;Restinga;98847,37711
SP;3542800;Ribeira;28979,86332
SP;3542909;Ribeirão Bonito;173548,6804
SP;3543006;Ribeirão Branco;277983,2739
SP;3543105;Ribeirão Corrente;148938,6001
SP;3543204;Ribeirão do Sul;104734,2838
SP;3543238;Ribeirão dos Índios;21940,4094
SP;3543253;Ribeirão Grande;54612,71838
SP;3543303;Ribeirão Pires;1816348,563
SP;3543402;Ribeirão Preto;18651552,26
SP;3543501;Riversul;43317,84921
SP;3543600;Rifaina;89233,9478
SP;3543709;Rincão;105518,5201
SP;3543808;Rinópolis;162927,8809
SP;3543907;Rio Claro;6183019,393
SP;3544004;Rio das Pedras;834502,5216
SP;3544103;Rio Grande da Serra;448474,3666
SP;3544202;Riolândia;125553,8889
SP;3544251;Rosana;900217,3178
SP;3544301;Roseira;174952,8367
SP;3544400;Rubiácea;36854,43549
SP;3544509;Rubinéia;48014,39735
SP;3544608;Sabino;81913,47589
SP;3544707;Sagres;25566,56842
SP;3544806;Sales;79114,49938
SP;3544905;Sales Oliveira;194769,2729
SP;3545001;Salesópolis;117519,6687
SP;3545100;Salmourão;45231,29229
SP;3545159;Saltinho;176392,9372
SP;3545209;Salto;4342935,547
SP;3545308;Salto de Pirapora;1037001,656
SP;3545407;Salto Grande;127878,5892
SP;3545506;Sandovalina;148822,8319
SP;3545605;Santa Adélia;178575,2613
SP;3545704;Santa Albertina;100266,0045
SP;3545803;Santa Bárbara d'Oeste;3653003,71
SP;3546009;Santa Branca;146026,1894
SP;3546108;Santa Clara d'Oeste;45179,00988
SP;3546207;Santa Cruz da Conceição;75459,86511
SP;3546256;Santa Cruz da Esperança;29622,19015
SP;3546306;Santa Cruz das Palmeiras;306213,4448
SP;3546405;Santa Cruz do Rio Pardo;1300948,035
SP;3546504;Santa Ernestina;48722,0772
SP;3546603;Santa Fé do Sul;627800,254
SP;3546702;Santa Gertrudes;1818596,24
SP;3546801;Santa Isabel;774308,6553
SP;3546900;Santa Lúcia;61211,50622
SP;3547007;Santa Maria da Serra;71432,71863
SP;3547106;Santa Mercedes;32241,44585
SP;3547205;Santana da Ponte Pensa;18631,67934
SP;3547304;Santana de Parnaíba;5389244,874
SP;3547403;Santa Rita d'Oeste;31805,91465
SP;3547502;Santa Rita do Passa Quatro;385505,7977
SP;3547601;Santa Rosa de Viterbo;389057,7344
SP;3547650;Santa Salete;19655,38772
SP;3547700;Santo Anastácio;259451,9582
SP;3547809;Santo André;15227391,48
SP;3547908;Santo Antônio da Alegria;98740,01144
SP;3548005;Santo Antônio de Posse;873272,2674
SP;3548054;Santo Antônio do Aracanguá;135223,8019
SP;3548104;Santo Antônio do Jardim;104020,0687
SP;3548203;Santo Antônio do Pinhal;69287,73914
SP;3548302;Santo Expedito;22067,38098
SP;3548401;Santópolis do Aguapeí;37649,4083
SP;3548500;Santos;11245468,36
SP;3548609;São Bento do Sapucaí;189825,7838
SP;3548708;São Bernardo do Campo;27204134,93
SP;3548807;São Caetano do Sul;7266680,772
SP;3548906;São Carlos;6601520,531
SP;3549003;São Francisco;23885,59538
SP;3549102;São João da Boa Vista;1930336,834
SP;3549201;São João das Duas Pontes;24559,6651
SP;3549250;São João de Iracema;24030,30564
SP;3549300;São João do Pau d'Alho;27304,95877
SP;3549409;São Joaquim da Barra;1022814,916
SP;3549508;São José da Bela Vista;108073,8232
SP;3549607;São José do Barreiro;29570,84135
SP;3549706;São José do Rio Pardo;1108745,269
SP;3549805;São José do Rio Preto;9785502,417
SP;3549904;São José dos Campos;21103801,11
SP;3549953;São Lourenço da Serra;133232,402
SP;3550001;São Luís do Paraitinga;95330,9178
SP;3550100;São Manuel;625669,7455
SP;3550209;São Miguel Arcanjo;445439,1856
SP;3550308;São Paulo;386974190,5
SP;3550407;São Pedro;413748,1055
SP;3550506;São Pedro do Turvo;109403,2903
SP;3550605;São Roque;1610848,791
SP;3550704;São Sebastião;7472952,177
SP;3550803;São Sebastião da Grama;200023,189
SP;3550902;São Simão;234023,0979
SP;3551009;São Vicente;2857448,321
SP;3551108;Sarapuí;95187,14116
SP;3551207;Sarutaiá;45073,97824
SP;3551306;Sebastianópolis do Sul;194891,5765
SP;3551405;Serra Azul;91271,56162
SP;3551504;Serrana;629746,3736
SP;3551603;Serra Negra;394509,1099
SP;3551702;Sertãozinho;3318543,289
SP;3551801;Sete Barras;176999,3199
SP;3551900;Severínia;126930,5036
SP;3552007;Silveiras;43207,21589
SP;3552106;Socorro;522926,3948
SP;3552205;Sorocaba;20788514,8
SP;3552304;Sud Mennucci;105864,4243
SP;3552403;Sumaré;7552891,525
SP;3552502;Suzano;6914122,7
SP;3552551;Suzanápolis;159639,2236
SP;3552601;Tabapuã;134037,6446
SP;3552700;Tabatinga;158911,9378
SP;3552809;Taboão da Serra;4803947,424
SP;3552908;Taciba;87018,4804
SP;3553005;Taguaí;160314,6937
SP;3553104;Taiaçu;51305,38874
SP;3553203;Taiúva;65190,10475
SP;3553302;Tambaú;326960,6947
SP;3553401;Tanabi;617852,1238
SP;3553500;Tapiraí;86423,76792
SP;3553609;Tapiratiba;140595,3534
SP;3553658;Taquaral;21875,52319
SP;3553708;Taquaritinga;774906,6355
SP;3553807;Taquarituba;461276,5565
SP;3553856;Taquarivaí;171469,5207
SP;3553906;Tarabai;78587,00714
SP;3553955;Tarumã;418742,9435
SP;3554003;Tatuí;2369603,894
SP;3554102;Taubaté;7562271,55
SP;3554201;Tejupá;64473,55556
SP;3554300;Teodoro Sampaio;292701,241
SP;3554409;Terra Roxa;81660,93314
SP;3554508;Tietê;1007557,787
SP;3554607;Timburi;30949,79008
SP;3554656;Torre de Pedra;17625,24282
SP;3554706;Torrinha;132849,6201
SP;3554755;Trabiju;20968,98343
SP;3554805;Tremembé;418555,287
SP;3554904;Três Fronteiras;56967,29435
SP;3554953;Tuiuti;84860,89711
SP;3555000;Tupã;1033201,845
SP;3555109;Tupi Paulista;158881,1285
SP;3555208;Turiúba;26339,6013
SP;3555307;Turmalina;34399,96276
SP;3555356;Ubarana;99261,43518
SP;3555406;Ubatuba;1263152,983
SP;3555505;Ubirajara;53434,49679
SP;3555604;Uchoa;187582,3079
SP;3555703;União Paulista;26885,76582
SP;3555802;Urânia;133513,42
SP;3555901;Uru;21656,12376
SP;3556008;Urupês;225619,6331
SP;3556107;Valentim Gentil;204249,6622
SP;3556206;Valinhos;3720080,649
SP;3556305;Valparaíso;577112,4513
SP;3556354;Vargem;71608,70498
SP;3556404;Vargem Grande do Sul;600939,2289
SP;3556453;Vargem Grande Paulista;1352902,286
SP;3556503;Várzea Paulista;1851282,553
SP;3556602;Vera Cruz;112123,8432
SP;3556701;Vinhedo;5862123,459
SP;3556800;Viradouro;207124,2615
SP;3556909;Vista Alegre do Alto;198420,1728
